Country ,RegionName,Date,NoNewCases,NoDeaths,NoRecoveries,CumulativeCases,CumulativeDeaths,CumulativeRecoveries,,
China,Guizhou,2/03/2020,,,,46,0,2,,
China,Guizhou,2/04/2020,,,,58,0,2,,
China,Guizhou,2/05/2020,,,,64,1,9,,
China,Guizhou,2/06/2020,,,,71,1,6,,
China,Guizhou,2/07/2020,,,,81,1,6,,
China,Guizhou,2/08/2020,,,,89,1,7,,
China,Guizhou,2/09/2020,,,,99,1,7,,
China,Guizhou,2/10/2020,,,,109,1,10,,
China,Guizhou,2/11/2020,,,,127,1,17,,
China,Guizhou,2/12/2020,,,,133,1,18,,
China,Guizhou,2/13/2020,,,,135,1,27,,
China,Guizhou,2/14/2020,,,,140,1,28,,
China,Guizhou,2/15/2020,,,,143,1,41,,
China,Guizhou,2/16/2020,,,,144,1,46,,
China,Guizhou,2/17/2020,,,,146,1,57,,
China,Guizhou,2/18/2020,,,,146,2,66,,
China,Guizhou,2/19/2020,,,,146,2,70,,
China,Guizhou,2/20/2020,,,,146,2,72,,
China,Guizhou,2/21/2020,,,,146,2,77,,
China,Guizhou,2/22/2020,,,,146,2,90,,
China,Guizhou,2/23/2020,,,,146,2,102,,
China,Guizhou,2/24/2020,,,,146,2,102,,
China,Guizhou,2/25/2020,,,,146,2,104,,
China,Guizhou,2/26/2020,,,,146,2,104,,
China,Guizhou,2/27/2020,,,,146,2,112,,
China,Guizhou,2/28/2020,,,,146,2,112,,
China,Guizhou,2/29/2020,,,,146,2,112,,
China,Guizhou,3/01/2020,,,,146,2,112,,
China,Guizhou,3/02/2020,,,,146,2,114,,
China,Guizhou,3/03/2020,,,,146,2,114,,
China,Guizhou,3/04/2020,,,,146,2,114,,
China,Guizhou,3/05/2020,,,,146,2,114,,
China,Guizhou,3/06/2020,,,,146,2,114,,
China,Guizhou,3/07/2020,,,,146,2,115,,
China,Guizhou,3/08/2020,,,,146,2,117,,
China,Guizhou,3/09/2020,,,,146,2,123,,
China,Guizhou,3/10/2020,,,,146,2,129,,
China,Guizhou,3/11/2020,,,,146,2,133,,
China,Guizhou,3/12/2020,,,,146,2,137,,
China,Guizhou,3/13/2020,,,,146,2,140,,
China,Guizhou,3/14/2020,,,,146,2,143,,
China,Guizhou,3/15/2020,,,,146,2,143,,
China,Guizhou,3/16/2020,,,,146,2,144,,
China,Guizhou,3/17/2020,,,,147,2,144,,
China,Guizhou,3/18/2020,,,,146,2,144,,
China,Guizhou,3/19/2020,,,,146,2,144,,
China,Guizhou,3/20/2020,,,,146,2,144,,
China,Guizhou,3/21/2020,,,,146,2,144,,
China,Guizhou,3/22/2020,,,,146,2,144,,
China,Guizhou,3/23/2020,,,,146,2,144,,
China,Guizhou,3/24/2020,,,,146,2,144,,
China,Guizhou,3/25/2020,,,,146,2,144,,
China,Guizhou,3/26/2020,,,,146,2,144,,
China,Guizhou,3/27/2020,,,,146,2,144,,
China,Guizhou,3/28/2020,,,,146,2,144,,
China,Guizhou,3/29/2020,,,,146,2,144,,
China,Guizhou,3/30/2020,,,,146,2,144,,
China,Guizhou,3/31/2020,,,,146,2,144,,
China,Guizhou,4/01/2020,,,,146,2,144,,
China,Guizhou,4/02/2020,,,,146,2,144,,
China,Guizhou,4/03/2020,,,,146,2,144,,
China,Guizhou,4/04/2020,,,,146,2,144,,
China,Guizhou,4/05/2020,,,,146,2,144,,
China,Guizhou,4/06/2020,,,,146,2,144,,
China,Guizhou,4/07/2020,,,,146,2,144,,
China,Guizhou,4/08/2020,,,,146,2,144,,
China,Guizhou,4/09/2020,,,,146,2,144,,
China,Guizhou,4/10/2020,,,,146,2,144,,
China,Guizhou,4/11/2020,,,,146,2,144,,
China,Guizhou,4/12/2020,,,,146,2,144,,
China,Guizhou,4/13/2020,,,,146,2,144,,
China,Guizhou,4/14/2020,,,,146,2,144,,
China,Guizhou,4/15/2020,,,,146,2,144,,
China,Guizhou,4/16/2020,,,,146,2,144,,
China,Guizhou,4/17/2020,,,,146,2,144,,
China,Guizhou,4/18/2020,,,,146,2,144,,
China,Guizhou,4/19/2020,,,,147,2,145,,
China,Guizhou,4/20/2020,,,,147,2,145,,
China,Guizhou,4/21/2020,,,,147,2,145,,
China,Guizhou,4/22/2020,,,,147,2,145,,
China,Guizhou,4/23/2020,,,,147,2,145,,
China,Guizhou,4/24/2020,,,,147,2,145,,
China,Guizhou,4/25/2020,,,,147,2,145,,
China,Guizhou,4/26/2020,,,,147,2,145,,
China,Guizhou,4/27/2020,,,,147,2,145,,
China,Guizhou,4/28/2020,,,,147,2,145,,
China,Guizhou,4/29/2020,,,,147,2,145,,
China,Guizhou,4/30/2020,,,,147,2,145,,
China,Guizhou,5/01/2020,,,,147,2,145,,
China,Guizhou,5/02/2020,,,,147,2,145,,
China,Guizhou,5/03/2020,,,,147,2,145,,
China,Guizhou,5/04/2020,,,,147,2,145,,
China,Guizhou,5/05/2020,,,,147,2,145,,
China,Guizhou,5/06/2020,,,,147,2,145,,
China,Guizhou,5/07/2020,,,,147,2,145,,
China,Guizhou,5/08/2020,,,,147,2,145,,
China,Guizhou,5/09/2020,,,,147,2,145,,
China,Guizhou,5/10/2020,,,,147,2,145,,
China,Guizhou,5/11/2020,,,,147,2,145,,
China,Guizhou,5/12/2020,,,,147,2,145,,
China,Guizhou,5/13/2020,,,,147,2,145,,
China,Guizhou,5/14/2020,,,,147,2,145,,
China,Guizhou,5/15/2020,,,,147,2,145,,
China,Guizhou,5/16/2020,,,,147,2,145,,
China,Guizhou,5/17/2020,,,,147,2,145,,
China,Guizhou,5/18/2020,,,,147,2,145,,
China,Guizhou,5/19/2020,,,,147,2,145,,
China,Guizhou,5/20/2020,,,,147,2,145,,
China,Guizhou,5/21/2020,,,,147,2,145,,
China,Guizhou,5/22/2020,,,,147,2,145,,
China,Guizhou,5/23/2020,,,,147,2,145,,
China,Guizhou,5/24/2020,,,,147,2,145,,
China,Guizhou,5/25/2020,,,,147,2,145,,
China,Guizhou,5/26/2020,,,,147,2,145,,
China,Guizhou,5/27/2020,,,,147,2,145,,
China,Guizhou,5/28/2020,,,,147,2,145,,
China,Guizhou,5/29/2020,,,,147,2,145,,
China,Guizhou,5/30/2020,,,,147,2,145,,
China,Guizhou,5/31/2020,,,,147,2,145,,
China,Guizhou,6/01/2020,,,,147,2,145,,
China,Guizhou,6/02/2020,,,,147,2,145,,
China,Hainan,1/22/2020,,,,4,0,0,,
China,Hainan,1/23/2020,,,,5,0,0,,
China,Hainan,1/24/2020,,,,8,0,0,,
China,Hainan,1/25/2020,,,,19,0,0,,
China,Hainan,1/26/2020,,,,22,0,0,,
China,Hainan,1/27/2020,,,,33,1,0,,
China,Hainan,1/28/2020,,,,40,1,0,,
China,Hainan,1/29/2020,,,,43,1,0,,
China,Hainan,1/30/2020,,,,46,1,1,,
China,Hainan,1/31/2020,,,,52,1,1,,
China,Hainan,2/01/2020,,,,62,1,1,,
China,Hainan,2/02/2020,,,,64,1,4,,
China,Hainan,2/03/2020,,,,72,1,4,,
China,Hainan,2/04/2020,,,,80,1,5,,
China,Hainan,2/05/2020,,,,99,1,5,,
China,Hainan,2/06/2020,,,,106,1,8,,
China,Hainan,2/07/2020,,,,117,2,10,,
China,Hainan,2/08/2020,,,,124,2,14,,
China,Hainan,2/09/2020,,,,131,3,19,,
China,Hainan,2/10/2020,,,,138,3,19,,
China,Hainan,2/11/2020,,,,144,3,20,,
China,Hainan,2/12/2020,,,,157,4,27,,
China,Hainan,2/13/2020,,,,157,4,30,,
China,Hainan,2/14/2020,,,,159,4,43,,
China,Hainan,2/15/2020,,,,162,4,39,,
China,Hainan,2/16/2020,,,,162,4,52,,
China,Hainan,2/17/2020,,,,163,4,59,,
China,Hainan,2/18/2020,,,,163,4,79,,
China,Hainan,2/19/2020,,,,168,4,84,,
China,Hainan,2/20/2020,,,,168,4,86,,
China,Hainan,2/21/2020,,,,168,4,95,,
China,Hainan,2/22/2020,,,,168,4,104,,
China,Hainan,2/23/2020,,,,168,5,106,,
China,Hainan,2/24/2020,,,,168,5,116,,
China,Hainan,2/25/2020,,,,168,5,124,,
China,Hainan,2/26/2020,,,,168,5,129,,
China,Hainan,2/27/2020,,,,168,5,131,,
China,Hainan,2/28/2020,,,,168,5,133,,
China,Hainan,2/29/2020,,,,168,5,148,,
China,Hainan,3/01/2020,,,,168,5,149,,
China,Hainan,3/02/2020,,,,168,5,151,,
China,Hainan,3/03/2020,,,,168,5,155,,
China,Hainan,3/04/2020,,,,168,5,158,,
China,Hainan,3/05/2020,,,,168,6,158,,
China,Hainan,3/06/2020,,,,168,6,158,,
China,Hainan,3/07/2020,,,,168,6,158,,
China,Hainan,3/08/2020,,,,168,6,159,,
China,Hainan,3/09/2020,,,,168,6,159,,
China,Hainan,3/10/2020,,,,168,6,159,,
China,Hainan,3/11/2020,,,,168,6,159,,
China,Hainan,3/12/2020,,,,168,6,160,,
China,Hainan,3/13/2020,,,,168,6,160,,
China,Hainan,3/14/2020,,,,168,6,160,,
China,Hainan,3/15/2020,,,,168,6,160,,
China,Hainan,3/16/2020,,,,168,6,161,,
China,Hainan,3/17/2020,,,,168,6,161,,
China,Hainan,3/18/2020,,,,168,6,161,,
China,Hainan,3/19/2020,,,,168,6,161,,
China,Hainan,3/20/2020,,,,168,6,161,,
China,Hainan,3/21/2020,,,,168,6,161,,
China,Hainan,3/22/2020,,,,168,6,161,,
China,Hainan,3/23/2020,,,,168,6,161,,
China,Hainan,3/24/2020,,,,168,6,168,,
China,Hainan,3/25/2020,,,,168,6,168,,
China,Hainan,3/26/2020,,,,168,6,168,,
China,Hainan,3/27/2020,,,,168,6,168,,
China,Hainan,3/28/2020,,,,168,6,168,,
China,Hainan,3/29/2020,,,,168,6,168,,
China,Hainan,3/30/2020,,,,168,6,168,,
China,Hainan,3/31/2020,,,,168,6,168,,
China,Hainan,4/01/2020,,,,168,6,168,,
China,Hainan,4/02/2020,,,,168,6,162,,
China,Hainan,4/03/2020,,,,168,6,162,,
China,Hainan,4/04/2020,,,,168,6,162,,
China,Hainan,4/05/2020,,,,168,6,162,,
China,Hainan,4/06/2020,,,,168,6,162,,
China,Hainan,4/07/2020,,,,168,6,162,,
China,Hainan,4/08/2020,,,,168,6,162,,
China,Hainan,4/09/2020,,,,168,6,162,,
China,Hainan,4/10/2020,,,,168,6,162,,
China,Hainan,4/11/2020,,,,168,6,162,,
China,Hainan,4/12/2020,,,,168,6,162,,
China,Hainan,4/13/2020,,,,168,6,162,,
China,Hainan,4/14/2020,,,,168,6,162,,
China,Hainan,4/15/2020,,,,168,6,162,,
China,Hainan,4/16/2020,,,,168,6,162,,
China,Hainan,4/17/2020,,,,168,6,162,,
China,Hainan,4/18/2020,,,,168,6,162,,
China,Hainan,4/19/2020,,,,168,6,162,,
China,Hainan,4/20/2020,,,,168,6,162,,
China,Hainan,4/21/2020,,,,168,6,162,,
China,Hainan,4/22/2020,,,,168,6,162,,
China,Hainan,4/23/2020,,,,168,6,162,,
China,Hainan,4/24/2020,,,,168,6,162,,
China,Hainan,4/25/2020,,,,168,6,162,,
China,Hainan,4/26/2020,,,,168,6,162,,
China,Hainan,4/27/2020,,,,168,6,162,,
China,Hainan,4/28/2020,,,,168,6,162,,
China,Hainan,4/29/2020,,,,168,6,162,,
China,Hainan,4/30/2020,,,,168,6,162,,
China,Hainan,5/01/2020,,,,168,6,162,,
China,Hainan,5/02/2020,,,,168,6,162,,
China,Hainan,5/03/2020,,,,168,6,162,,
China,Hainan,5/04/2020,,,,168,6,162,,
China,Hainan,5/05/2020,,,,168,6,162,,
China,Hainan,5/06/2020,,,,168,6,162,,
China,Hainan,5/07/2020,,,,168,6,162,,
China,Hainan,5/08/2020,,,,168,6,162,,
China,Hainan,5/09/2020,,,,168,6,162,,
China,Hainan,5/10/2020,,,,168,6,162,,
China,Hainan,5/11/2020,,,,168,6,162,,
China,Hainan,5/12/2020,,,,168,6,162,,
China,Hainan,5/13/2020,,,,168,6,162,,
China,Hainan,5/14/2020,,,,168,6,162,,
China,Hainan,5/15/2020,,,,169,6,162,,
China,Hainan,5/16/2020,,,,169,6,162,,
China,Hainan,5/17/2020,,,,169,6,162,,
China,Hainan,5/18/2020,,,,169,6,162,,
China,Hainan,5/19/2020,,,,169,6,162,,
China,Hainan,5/20/2020,,,,169,6,162,,
China,Hainan,5/21/2020,,,,169,6,162,,
China,Hainan,5/22/2020,,,,169,6,162,,
China,Hainan,5/23/2020,,,,169,6,162,,
China,Hainan,5/24/2020,,,,169,6,162,,
China,Hainan,5/25/2020,,,,169,6,162,,
China,Hainan,5/26/2020,,,,169,6,162,,
China,Hainan,5/27/2020,,,,169,6,162,,
China,Hainan,5/28/2020,,,,169,6,162,,
China,Hainan,5/29/2020,,,,169,6,163,,
China,Hainan,5/30/2020,,,,169,6,163,,
China,Hainan,5/31/2020,,,,169,6,163,,
China,Hainan,6/01/2020,,,,169,6,163,,
China,Hainan,6/02/2020,,,,169,6,163,,
China,Hebei,1/22/2020,,,,1,0,0,,
China,Hebei,1/23/2020,,,,1,1,0,,
China,Hebei,1/24/2020,,,,2,1,0,,
China,Hebei,1/25/2020,,,,8,1,0,,
China,Hebei,1/26/2020,,,,13,1,0,,
China,Hebei,1/27/2020,,,,18,1,0,,
China,Hebei,1/28/2020,,,,33,1,0,,
China,Hebei,1/29/2020,,,,48,1,0,,
China,Hebei,1/30/2020,,,,65,1,0,,
China,Hebei,1/31/2020,,,,82,1,0,,
China,Hebei,2/01/2020,,,,96,1,0,,
China,Hebei,2/02/2020,,,,104,1,3,,
China,Hebei,2/03/2020,,,,113,1,3,,
China,Hebei,2/04/2020,,,,126,1,4,,
China,Hebei,2/05/2020,,,,135,1,6,,
China,Hebei,2/06/2020,,,,157,1,13,,
China,Hebei,2/07/2020,,,,172,1,22,,
China,Hebei,2/08/2020,,,,195,1,30,,
China,Hebei,2/09/2020,,,,206,2,34,,
China,Hebei,2/10/2020,,,,218,2,41,,
China,Hebei,2/11/2020,,,,239,2,48,,
China,Hebei,2/12/2020,,,,251,2,54,,
China,Hebei,2/13/2020,,,,265,3,68,,
China,Hebei,2/14/2020,,,,283,3,87,,
China,Hebei,2/15/2020,,,,291,3,101,,
China,Hebei,2/16/2020,,,,300,3,105,,
China,Hebei,2/17/2020,,,,301,3,122,,
China,Hebei,2/18/2020,,,,306,4,136,,
China,Hebei,2/19/2020,,,,306,4,152,,
China,Hebei,2/20/2020,,,,307,5,169,,
China,Hebei,2/21/2020,,,,308,5,184,,
China,Hebei,2/22/2020,,,,309,6,203,,
China,Hebei,2/23/2020,,,,311,6,219,,
China,Hebei,2/24/2020,,,,311,6,234,,
China,Hebei,2/25/2020,,,,311,6,248,,
China,Hebei,2/26/2020,,,,312,6,261,,
China,Hebei,2/27/2020,,,,317,6,274,,
China,Hebei,2/28/2020,,,,318,6,277,,
China,Hebei,2/29/2020,,,,318,6,282,,
China,Hebei,3/01/2020,,,,318,6,294,,
China,Hebei,3/02/2020,,,,318,6,296,,
China,Hebei,3/03/2020,,,,318,6,300,,
China,Hebei,3/04/2020,,,,318,6,301,,
China,Hebei,3/05/2020,,,,318,6,304,,
China,Hebei,3/06/2020,,,,318,6,305,,
China,Hebei,3/07/2020,,,,318,6,307,,
China,Hebei,3/08/2020,,,,318,6,307,,
China,Hebei,3/09/2020,,,,318,6,307,,
China,Hebei,3/10/2020,,,,318,6,307,,
China,Hebei,3/11/2020,,,,318,6,307,,
China,Hebei,3/12/2020,,,,318,6,308,,
China,Hebei,3/13/2020,,,,318,6,310,,
China,Hebei,3/14/2020,,,,318,6,310,,
China,Hebei,3/15/2020,,,,318,6,310,,
China,Hebei,3/16/2020,,,,318,6,310,,
China,Hebei,3/17/2020,,,,318,6,310,,
China,Hebei,3/18/2020,,,,318,6,310,,
China,Hebei,3/19/2020,,,,318,6,310,,
China,Hebei,3/20/2020,,,,318,6,310,,
China,Hebei,3/21/2020,,,,318,6,310,,
China,Hebei,3/22/2020,,,,319,6,310,,
China,Hebei,3/23/2020,,,,319,6,310,,
China,Hebei,3/24/2020,,,,319,6,310,,
China,Hebei,3/25/2020,,,,319,6,310,,
China,Hebei,3/26/2020,,,,319,6,310,,
China,Hebei,3/27/2020,,,,319,6,310,,
China,Hebei,3/28/2020,,,,319,6,310,,
China,Hebei,3/29/2020,,,,319,6,310,,
China,Hebei,3/30/2020,,,,321,6,310,,
China,Hebei,3/31/2020,,,,321,6,310,,
China,Hebei,4/01/2020,,,,323,6,310,,
China,Hebei,4/02/2020,,,,325,6,310,,
China,Hebei,4/03/2020,,,,326,6,310,,
China,Hebei,4/04/2020,,,,326,6,310,,
China,Hebei,4/05/2020,,,,327,6,310,,
China,Hebei,4/06/2020,,,,327,6,310,,
China,Hebei,4/07/2020,,,,327,6,312,,
China,Hebei,4/08/2020,,,,327,6,312,,
China,Hebei,4/09/2020,,,,327,6,313,,
China,Hebei,4/10/2020,,,,327,6,313,,
China,Hebei,4/11/2020,,,,327,6,313,,
China,Hebei,4/12/2020,,,,327,6,313,,
China,Hebei,4/13/2020,,,,327,6,313,,
China,Hebei,4/14/2020,,,,327,6,314,,
China,Hebei,4/15/2020,,,,327,6,314,,
China,Hebei,4/16/2020,,,,328,6,315,,
China,Hebei,4/17/2020,,,,328,6,316,,
China,Hebei,4/18/2020,,,,328,6,316,,
China,Hebei,4/19/2020,,,,328,6,316,,
China,Hebei,4/20/2020,,,,328,6,317,,
China,Hebei,4/21/2020,,,,328,6,317,,
China,Hebei,4/22/2020,,,,328,6,317,,
China,Hebei,4/23/2020,,,,328,6,317,,
China,Hebei,4/24/2020,,,,328,6,318,,
China,Hebei,4/25/2020,,,,328,6,318,,
China,Hebei,4/26/2020,,,,328,6,318,,
China,Hebei,4/27/2020,,,,328,6,318,,
China,Hebei,4/28/2020,,,,328,6,318,,
China,Hebei,4/29/2020,,,,328,6,318,,
China,Hebei,4/30/2020,,,,328,6,318,,
China,Hebei,5/01/2020,,,,328,6,318,,
China,Hebei,5/02/2020,,,,328,6,318,,
China,Hebei,5/03/2020,,,,328,6,318,,
China,Hebei,5/04/2020,,,,328,6,320,,
China,Hebei,5/05/2020,,,,328,6,320,,
China,Hebei,5/06/2020,,,,328,6,320,,
China,Hebei,5/07/2020,,,,328,6,320,,
China,Hebei,5/08/2020,,,,328,6,320,,
China,Hebei,5/09/2020,,,,328,6,321,,
China,Hebei,5/10/2020,,,,328,6,321,,
China,Hebei,5/11/2020,,,,328,6,321,,
China,Hebei,5/12/2020,,,,328,6,321,,
China,Hebei,5/13/2020,,,,328,6,321,,
China,Hebei,5/14/2020,,,,328,6,321,,
China,Hebei,5/15/2020,,,,328,6,321,,
China,Hebei,5/16/2020,,,,328,6,321,,
China,Hebei,5/17/2020,,,,328,6,322,,
China,Hebei,5/18/2020,,,,328,6,322,,
China,Hebei,5/19/2020,,,,328,6,322,,
China,Hebei,5/20/2020,,,,328,6,322,,
China,Hebei,5/21/2020,,,,328,6,322,,
China,Hebei,5/22/2020,,,,328,6,322,,
China,Hebei,5/23/2020,,,,328,6,322,,
China,Hebei,5/24/2020,,,,328,6,322,,
China,Hebei,5/25/2020,,,,328,6,322,,
China,Hebei,5/26/2020,,,,328,6,322,,
China,Hebei,5/27/2020,,,,328,6,322,,
China,Hebei,5/28/2020,,,,328,6,322,,
China,Hebei,5/29/2020,,,,328,6,322,,
China,Hebei,5/30/2020,,,,328,6,322,,
China,Hebei,5/31/2020,,,,328,6,322,,
China,Hebei,6/01/2020,,,,328,6,322,,
China,Hebei,6/02/2020,,,,328,6,322,,
China,Heilongjiang,1/22/2020,,,,0,0,0,,
China,Heilongjiang,1/23/2020,,,,2,0,0,,
China,Heilongjiang,1/24/2020,,,,4,1,0,,
China,Heilongjiang,1/25/2020,,,,9,1,0,,
China,Heilongjiang,1/26/2020,,,,15,1,0,,
China,Heilongjiang,1/27/2020,,,,21,1,0,,
China,Heilongjiang,1/28/2020,,,,33,1,0,,
China,Heilongjiang,1/29/2020,,,,38,1,0,,
China,Heilongjiang,1/30/2020,,,,44,2,0,,
China,Heilongjiang,1/31/2020,,,,59,2,0,,
China,Heilongjiang,2/01/2020,,,,80,2,2,,
China,Heilongjiang,2/02/2020,,,,95,2,2,,
China,Heilongjiang,2/03/2020,,,,121,2,2,,
China,Heilongjiang,2/04/2020,,,,155,2,4,,
China,Heilongjiang,2/05/2020,,,,190,2,7,,
China,Heilongjiang,2/06/2020,,,,227,3,8,,
China,Heilongjiang,2/07/2020,,,,277,3,12,,
China,Heilongjiang,2/08/2020,,,,295,5,13,,
China,Heilongjiang,2/09/2020,,,,307,6,14,,
China,Heilongjiang,2/10/2020,,,,331,7,30,,
China,Heilongjiang,2/11/2020,,,,360,8,28,,
China,Heilongjiang,2/12/2020,,,,378,8,31,,
China,Heilongjiang,2/13/2020,,,,395,9,33,,
China,Heilongjiang,2/14/2020,,,,419,11,47,,
China,Heilongjiang,2/15/2020,,,,425,11,68,,
China,Heilongjiang,2/16/2020,,,,445,11,79,,
China,Heilongjiang,2/17/2020,,,,457,11,85,,
China,Heilongjiang,2/18/2020,,,,464,11,111,,
China,Heilongjiang,2/19/2020,,,,470,12,120,,
China,Heilongjiang,2/20/2020,,,,476,12,136,,
China,Heilongjiang,2/21/2020,,,,479,12,175,,
China,Heilongjiang,2/22/2020,,,,479,12,204,,
China,Heilongjiang,2/23/2020,,,,480,12,222,,
China,Heilongjiang,2/24/2020,,,,480,12,227,,
China,Heilongjiang,2/25/2020,,,,480,12,243,,
China,Heilongjiang,2/26/2020,,,,480,12,249,,
China,Heilongjiang,2/27/2020,,,,480,13,270,,
China,Heilongjiang,2/28/2020,,,,480,13,283,,
China,Heilongjiang,2/29/2020,,,,480,13,301,,
China,Heilongjiang,3/01/2020,,,,480,13,342,,
China,Heilongjiang,3/02/2020,,,,480,13,356,,
China,Heilongjiang,3/03/2020,,,,480,13,366,,
China,Heilongjiang,3/04/2020,,,,480,13,373,,
China,Heilongjiang,3/05/2020,,,,481,13,379,,
China,Heilongjiang,3/06/2020,,,,481,13,396,,
China,Heilongjiang,3/07/2020,,,,481,13,403,,
China,Heilongjiang,3/08/2020,,,,481,13,412,,
China,Heilongjiang,3/09/2020,,,,481,13,430,,
China,Heilongjiang,3/10/2020,,,,481,13,434,,
China,Heilongjiang,3/11/2020,,,,482,13,436,,
China,Heilongjiang,3/12/2020,,,,482,13,441,,
China,Heilongjiang,3/13/2020,,,,482,13,446,,
China,Heilongjiang,3/14/2020,,,,482,13,447,,
China,Heilongjiang,3/15/2020,,,,482,13,453,,
China,Heilongjiang,3/16/2020,,,,482,13,455,,
China,Heilongjiang,3/17/2020,,,,482,13,456,,
China,Heilongjiang,3/18/2020,,,,482,13,459,,
China,Heilongjiang,3/19/2020,,,,483,13,460,,
China,Heilongjiang,3/20/2020,,,,484,13,463,,
China,Heilongjiang,3/21/2020,,,,484,13,463,,
China,Heilongjiang,3/22/2020,,,,484,13,466,,
China,Heilongjiang,3/23/2020,,,,484,13,465,,
China,Heilongjiang,3/24/2020,,,,484,13,468,,
China,Heilongjiang,3/25/2020,,,,484,13,468,,
China,Heilongjiang,3/26/2020,,,,484,13,469,,
China,Heilongjiang,3/27/2020,,,,484,13,469,,
China,Heilongjiang,3/28/2020,,,,484,13,469,,
China,Heilongjiang,3/29/2020,,,,484,13,469,,
China,Heilongjiang,3/30/2020,,,,484,13,469,,
China,Heilongjiang,3/31/2020,,,,484,13,469,,
China,Heilongjiang,4/01/2020,,,,484,13,469,,
China,Heilongjiang,4/02/2020,,,,488,13,469,,
China,Heilongjiang,4/03/2020,,,,489,13,469,,
China,Heilongjiang,4/04/2020,,,,491,13,469,,
China,Heilongjiang,4/05/2020,,,,504,13,469,,
China,Heilongjiang,4/06/2020,,,,524,13,469,,
China,Heilongjiang,4/07/2020,,,,544,13,469,,
China,Heilongjiang,4/08/2020,,,,569,13,470,,
China,Heilongjiang,4/09/2020,,,,609,13,470,,
China,Heilongjiang,4/10/2020,,,,638,13,470,,
China,Heilongjiang,4/11/2020,,,,661,13,470,,
China,Heilongjiang,4/12/2020,,,,684,13,470,,
China,Heilongjiang,4/13/2020,,,,740,13,470,,
China,Heilongjiang,4/14/2020,,,,819,13,470,,
China,Heilongjiang,4/15/2020,,,,841,13,470,,
China,Heilongjiang,4/16/2020,,,,861,13,471,,
China,Heilongjiang,4/17/2020,,,,872,13,471,,
China,Heilongjiang,4/18/2020,,,,892,13,472,,
China,Heilongjiang,4/19/2020,,,,898,13,472,,
China,Heilongjiang,4/20/2020,,,,905,13,472,,
China,Heilongjiang,4/21/2020,,,,913,13,475,,
China,Heilongjiang,4/22/2020,,,,921,13,479,,
China,Heilongjiang,4/23/2020,,,,928,13,485,,
China,Heilongjiang,4/24/2020,,,,930,13,508,,
China,Heilongjiang,4/25/2020,,,,935,13,511,,
China,Heilongjiang,4/26/2020,,,,936,13,556,,
China,Heilongjiang,4/27/2020,,,,939,13,586,,
China,Heilongjiang,4/28/2020,,,,939,13,587,,
China,Heilongjiang,4/29/2020,,,,939,13,587,,
China,Heilongjiang,4/30/2020,,,,944,13,587,,
China,Heilongjiang,5/01/2020,,,,944,13,605,,
China,Heilongjiang,5/02/2020,,,,944,13,604,,
China,Heilongjiang,5/03/2020,,,,944,13,657,,
China,Heilongjiang,5/04/2020,,,,944,13,719,,
China,Heilongjiang,5/05/2020,,,,944,13,758,,
China,Heilongjiang,5/06/2020,,,,944,13,793,,
China,Heilongjiang,5/07/2020,,,,944,13,815,,
China,Heilongjiang,5/08/2020,,,,944,13,815,,
China,Heilongjiang,5/09/2020,,,,944,13,891,,
China,Heilongjiang,5/10/2020,,,,945,13,904,,
China,Heilongjiang,5/11/2020,,,,945,13,924,,
China,Heilongjiang,5/12/2020,,,,945,13,929,,
China,Heilongjiang,5/13/2020,,,,945,13,930,,
China,Heilongjiang,5/14/2020,,,,945,13,930,,
China,Heilongjiang,5/15/2020,,,,945,13,931,,
China,Heilongjiang,5/16/2020,,,,945,13,932,,
China,Heilongjiang,5/17/2020,,,,945,13,932,,
China,Heilongjiang,5/18/2020,,,,945,13,932,,
China,Heilongjiang,5/19/2020,,,,945,13,932,,
China,Heilongjiang,5/20/2020,,,,945,13,932,,
China,Heilongjiang,5/21/2020,,,,945,13,932,,
China,Heilongjiang,5/22/2020,,,,945,13,932,,
China,Heilongjiang,5/23/2020,,,,945,13,932,,
China,Heilongjiang,5/24/2020,,,,945,13,932,,
China,Heilongjiang,5/25/2020,,,,945,13,932,,
China,Heilongjiang,5/26/2020,,,,945,13,932,,
China,Heilongjiang,5/27/2020,,,,945,13,932,,
China,Heilongjiang,5/28/2020,,,,945,13,932,,
China,Heilongjiang,5/29/2020,,,,945,13,932,,
China,Heilongjiang,5/30/2020,,,,945,13,932,,
China,Heilongjiang,5/31/2020,,,,945,13,932,,
China,Heilongjiang,6/01/2020,,,,945,13,932,,
China,Heilongjiang,6/02/2020,,,,945,13,932,,
China,Henan,1/22/2020,,,,5,0,0,,
China,Henan,1/23/2020,,,,5,0,0,,
China,Henan,1/24/2020,,,,9,0,0,,
China,Henan,1/25/2020,,,,32,0,0,,
China,Henan,1/26/2020,,,,83,1,0,,
China,Henan,1/27/2020,,,,128,1,0,,
China,Henan,1/28/2020,,,,168,1,0,,
China,Henan,1/29/2020,,,,206,2,1,,
China,Henan,1/30/2020,,,,278,2,2,,
China,Henan,1/31/2020,,,,352,2,3,,
China,Henan,2/01/2020,,,,422,2,3,,
China,Henan,2/02/2020,,,,493,2,10,,
China,Henan,2/03/2020,,,,566,2,16,,
China,Henan,2/04/2020,,,,675,2,27,,
China,Henan,2/05/2020,,,,764,2,47,,
China,Henan,2/06/2020,,,,851,2,56,,
China,Henan,2/07/2020,,,,914,3,86,,
